variant,evaluation_mode,bound,bound_value,binding_status,observation_unit,observations,binding_observations,binding_share,extreme_observed,binding_basis
shock_floor_0.25_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.8437143836299754,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
shock_floor_0.25_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.29407473566024495,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
shock_floor_0.25_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.200660256498882,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
shock_floor_0.25_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
shock_floor_0.25_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63429,0.2061397664600795,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
shock_floor_0.25_risk_matched,risk_matched,shock_floor,0.25,measured,market-session,327710,27,8.238991791522992e-05,0.25,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
shock_floor_0.50_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,0,0.0,1.843754724860825,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
shock_floor_0.50_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.2940866471774287,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
shock_floor_0.50_risk_matched,risk_matched,max_gross_notional_multiple,5.0,measured,session,6523,24,0.003679288670856968,5.14861681418033,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
shock_floor_0.50_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
shock_floor_0.50_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63281,0.20565877692160195,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
shock_floor_0.50_risk_matched,risk_matched,shock_floor,0.5,measured,market-session,327710,27,8.238991791522992e-05,0.5,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
max_gross_notional_multiple_3.00_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,7,0.023333333333333334,2.0,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
max_gross_notional_multiple_3.00_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.3741007395407206,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
max_gross_notional_multiple_3.00_risk_matched,risk_matched,max_gross_notional_multiple,3.0,measured,session,6523,166,0.025448413306760693,3.1684867809567163,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
max_gross_notional_multiple_3.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
max_gross_notional_multiple_3.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
max_gross_notional_multiple_3.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
max_gross_notional_multiple_4.00_risk_matched,risk_matched,max_risk_scalar,2.0,measured,monthly decision,300,2,0.006666666666666667,2.0,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
max_gross_notional_multiple_4.00_risk_matched,risk_matched,min_risk_scalar,0.25,measured,monthly decision,300,0,0.0,0.2940543792736947,"applied EWMA volatility-target multiplier exactly equal to the clip, read at each completed monthly decision"
max_gross_notional_multiple_4.00_risk_matched,risk_matched,max_gross_notional_multiple,4.0,measured,session,6523,53,0.008125095814809137,4.242157295550012,sessions on which the engine scaled the decision book down to respect the gross-notional multiple
max_gross_notional_multiple_4.00_risk_matched,risk_matched,signal_cap,2.0,measured,market-session,310016,98315,0.31712879335260113,1.0,normalised basis-momentum cells saturated at the cap before the sleeve blend
max_gross_notional_multiple_4.00_risk_matched,risk_matched,risk_managed_cap,2.0,measured,market-session,307699,63094,0.20505104013987696,1.0,market-sessions where removing the cap would have changed the delivered forecast; a structural test on the weight would overcount cells the final clip makes identical anyway
max_gross_notional_multiple_4.00_risk_matched,risk_matched,shock_floor,0.75,measured,market-session,327710,27,8.238991791522992e-05,0.75,"market-sessions resting exactly on the taper floor; the floor also sets the slope of the ramp above it, so this share is a lower bound on the parameter's influence"
